dish_id,total_calories,total_mass,ingredients,split
dish_1559590130,194.405991,152.0,asparagus;chicken,train
dish_1568047973,295.559052,234.0,broccoli;olive oil;scrambled eggs,train
dish_1565034681,323.553284,185.0,walnuts;pepper;chard;blueberries;cucumbers;lime;salt;lettuce;mustard;cheese pizza;cherry tomatoes;vinegar;arugula;olive oil;pizza;onions;mixed greens,test
dish_1562180157,1009.176697,557.0,olive oil;almonds;spinach (raw);mustard;bacon;chicken;carrot;salt;vegetable oil;blueberries;squash;vinegar;buttermilk;flour;garlic;parsley;lemon juice;thyme,train
dish_1565627800,167.18927,261.0,sweet potato;olive oil;egg whites,train
dish_1560800836,479.399994,170.0,pepperoni pizza,train
dish_1562086037,68.970001,121.0,berries,train
dish_1568405466,153.099411,189.0,radishes;olive oil;cucumbers;rice noodles;tomatoes;carrot;mixed greens;soy sauce;green onions;pineapple;vinegar;spinach (raw);cabbage;mustard greens;mustard;salt;garlic,train
dish_1558639673,16.02,89.0,cherry tomatoes,train
dish_1560367116,108.409973,211.0,green onions;salt;tofu;country rice;onions;garlic;honeydew melons;olive oil;fish;cherry tomatoes,train
dish_1562959547,165.617737,145.0,mixed greens;figs;pumpkin seeds;cucumbers;cherry tomatoes;pepper;jalapenos;quinoa;arugula;vinegar;fish;tomatillo;garlic;carrot;onions;mustard;olive oil;cilantro;lemon juice;spinach (raw);chard;lettuce;salt,train
dish_1565711154,421.617584,385.0,raspberries;bacon;vinaigrette;granola;blackberries;egg whites;mixed greens,train
dish_1565638515,198.970978,165.0,white rice;garlic;onions;zucchini;parsley;olive oil;rosemary;pork;green beans;arugula;salt,test
dish_1564073641,49.767807,52.0,olive oil;sweet potato,train
dish_1566414891,213.994171,163.0,blueberries;vinegar;arugula;chard;olive oil;roasted potatoes;garlic;salt;pecans;mustard,train
dish_1562876674,289.192596,157.0,salt;cheese pizza;chicken;country rice;spinach (raw);parsley;garlic;squash;wheat berry;basil;lemon juice;zucchini;rosemary;olive oil;thyme;pepper,train
dish_1558028690,23.76,66.0,honeydew melons,train
dish_1565987142,518.322998,426.0,spinach (raw);cucumbers;parmesan cheese;chicken;olives,train
dish_1560874751,379.992004,220.0,bacon;berries;bagels;cream cheese;yam,train
dish_1560456305,26.391596,21.0,mixed greens;lettuce;pumpkin seeds;mustard;salt;olive oil;vinegar;arugula;carrot,test
dish_1563393341,27.965,119.0,broccoli;squash;zucchini,train
dish_1562959379,57.066452,85.0,mixed greens;olive oil;radishes;arugula;vinegar;mustard;cucumbers;salt;pumpkin seeds;carrot;lettuce,train
dish_1559240256,18.9,54.0,broccoli,train
dish_1562959485,45.242737,36.0,mixed greens;lettuce;carrot;pumpkin seeds;salt;mustard;olive oil;vinegar;arugula,train
dish_1562170236,169.360001,333.0,berries;watermelon;pineapple,train
dish_1562876494,40.10693,26.0,pepper;chicken;squash;wheat berry;spinach (raw);zucchini;lemon juice;rosemary;basil;olive oil;garlic;thyme;salt;parsley,test
dish_1558376984,671.67804,350.0,almonds;deprecated;sausage;mixed greens;grapes,test
dish_1563820806,207.814453,273.0,chicken;white rice;ginger;green beans;spinach (raw);vinegar;squash;olive oil;zucchini;soy sauce;garlic;broccoli;green onions;salt,train
dish_1567801520,919.097168,600.0,white rice;sugar;garlic;soy sauce;caesar salad;salt;bok choy;pepper;pork,train
dish_1559239985,116.116005,203.0,pears,train
dish_1563477659,26.551344,52.0,salt;pepper;brussels sprouts;olive oil,train
dish_1562613974,416.196686,375.0,thyme;brown rice;arugula;basil;olive oil;mustard greens;cranberries;chicken thighs;vinegar;salt;apple;garlic;shallots;radishes;squash;parsley;lemon juice;bulgur;broccoli,train
dish_1567526888,479.179993,816.0,berries;sweet potato;olive oil;salsa;egg whites;watermelon;yam,train
dish_1558030832,89.352005,72.0,yam,train
dish_1565798531,61.576214,61.0,vinegar;cherry tomatoes;lettuce;lime;salt;pepper;mixed greens;onions;cucumbers;olive oil,train
dish_1563555160,268.832642,287.0,scrambled eggs;olive oil;pepper;salt;sweet potato;cantaloupe;brussels sprouts,train
dish_1564777933,103.700996,39.0,cheese pizza,train
dish_1565981898,260.979767,290.0,cherry tomatoes;blueberries;chard;olive oil;parsley;walnuts;garlic;salt;shallots;pepper;fish;tofu;arugula;wheat berry;vinegar;mustard;lemon juice;chive;carrot,train
dish_1561739265,292.040009,308.0,sweet potato;hash browns;broccoli;egg whites;berries,test
dish_1559062082,387.869995,311.0,watermelon;eggs;turkey bacon;sweet potato,train
dish_1559850314,296.617004,100.0,almonds;orange,test
dish_1566417475,150.23053,198.0,olive oil;mustard;roasted potatoes;salt;mixed greens;celery root;cherry tomatoes;vinegar;eggplant,train
dish_1565119493,529.144897,280.0,mustard;olive oil;onions;vinegar;beef;caesar salad;bok choy;shallots;apple;millet;salt;cheese pizza;cranberries;spinach (raw);spinach (cooked),train
dish_1566920339,449.531708,730.0,egg whites;sweet potato;olive oil,test
dish_1566402232,511.396118,841.0,watermelon;cantaloupe;salsa;egg whites;yam;berries;sweet potato;olive oil,train
dish_1560887435,364.529053,171.0,pizza;parmesan cheese;croutons;kale;caesar dressing,train
dish_1558641358,24.25,97.0,cauliflower,train
dish_1560801829,256.89563,178.0,squash;olive oil;pepperoni pizza;salt;cauliflower,test
dish_1558724853,50.740002,118.0,brussels sprouts,train
dish_1562008476,120.505836,120.0,olive oil;brussels sprouts;lemon juice;parsley;cucumbers;garlic;salt;carrot;cabbage;pepper;pork;wheat berry;jalapenos;mayonnaise,train
dish_1563207277,153.089996,106.0,yam;sweet potato;olive oil,train
dish_1563812508,112.839996,217.0,egg whites,train
dish_1568055963,36.799999,32.0,olives,train
dish_1559244417,72.832504,59.0,pepper;chard;blueberries;vinegar;arugula;olive oil;mustard;walnuts;salt,train
dish_1562615283,176.535965,78.0,pineapple;white rice;lemon juice;jalapenos;steak;vinegar;kale;onions;garlic;cilantro;salt,train
dish_1565117429,390.872986,147.0,cheese pizza,test
dish_1560802149,365.517456,249.0,white rice;arugula;chicken breast;squash;caesar dressing;olive oil;thyme;rosemary;salt;garlic;cherry tomatoes;spinach (raw);parmesan cheese;pork;wheat berry;croutons;parsley;zucchini;kale;onions,train
dish_1564689138,268.266998,223.0,garlic;onions;lemon juice;mustard;olive oil;almonds;mixed greens;lime;cherry tomatoes;pepper;cucumbers;spinach (raw);blueberries;vinegar;arugula;parsley;lettuce;salt;carrot;chickpeas;pears,test
dish_1562180025,798.913696,256.0,bacon;garlic;chicken;flour;lemon juice;parsley;thyme;vegetable oil;buttermilk;salt,train
dish_1562872432,259.08316,257.0,wheat berry;couscous;basil;lemon juice;zucchini;squash;olive oil;spinach (raw);pepper;chicken;bok choy;parsley;garlic;salt;rosemary;thyme,train
dish_1563897938,54.099998,10.0,bacon,test
dish_1562686548,413.493988,280.0,scrambled eggs;yam;chicken apple sausage,train
dish_1562184705,635.19043,376.0,wheat berry;chard;steak;cherry tomatoes;bacon;shallots;salt;chive;lemon juice;olive oil;green beans;fish;garlic;broccoli;parsley;kale,train
dish_1566934366,87.746994,33.0,cheese pizza,train
dish_1561134102,24.300001,81.0,watermelon,train
dish_1568318286,32.200001,115.0,mixed greens,train
dish_1565727921,768.554016,397.0,black beans;chicken;olives;olive oil;broccoli;parmesan cheese;mixed greens,train
dish_1563568148,170.995789,225.0,garlic;shallots;chive;olive oil;parsley;kale;lemon juice;chard;wheat berry;bok choy;salt;fish;cherry tomatoes,train
dish_1565119698,222.235489,308.0,zucchini;kale;onions;salt;shallots;spinach (cooked);bok choy;millet;beef;vinegar;chard;chayote squash;olive oil,train
dish_1564428404,113.751038,104.0,olive oil;onions;mustard;pears;salt;mixed greens;garlic;cherry tomatoes;vinegar,train
dish_1562958809,511.673645,389.0,mixed greens;garlic;mustard;green onions;rice noodles;cabbage;sugar;pork;chard;spinach (raw);vinegar;white rice;bok choy;soy sauce;figs;salt;cucumbers;olive oil;radishes;pepper;cherry tomatoes;carrot,train
dish_1563996308,718.51178,659.0,pepper;carrot;shallots;olive oil;basil;cream;salt;garlic;butter;thyme;arugula;rosemary;mushroom;oregano;wheat berry;lemon juice;chicken;cauliflower;white wine,train
dish_1561060642,468.412384,387.0,jalapenos;brown rice;salt;bok choy;lemon juice;shallots;garlic;chili;onions;thyme;olive oil;mushroom;pasta;beef;ginger;tofu;spinach (raw);cream;pineapple;cilantro;salmon;cheese pizza;lime;sour cream;brussels sprouts;wine,train
dish_1560453150,152.320267,141.0,vinegar;spinach (raw);mustard;blueberries;parsley;green beans;salt;olive oil;carrot;almonds,train
dish_1562946006,535.984009,224.0,sausage;scrambled eggs,train
dish_1565725156,452.669983,500.0,carrot;bell peppers;chicken;onions;cherry tomatoes;olives,train
dish_1562096907,297.779602,266.0,white beans;chive;snow peas;onions;salt;lime;artichokes;garlic;bell peppers;pepper;fish;arugula;olive oil;parsley,train
dish_1561749778,334.527893,340.0,olive oil;thyme;salt;broccoli;salmon;cherry tomatoes;pepper;brown rice;arugula;radishes,train
dish_1562775110,101.520004,282.0,honeydew melons,train
dish_1565641943,510.889587,307.0,thyme;salt;cheese pizza;olive oil;garlic;wheat berry;spinach (raw);quinoa;chicken breast;cherry tomatoes;asparagus;parmesan cheese,train
dish_1562168427,193.709991,368.0,berries;egg whites;pineapple,train
dish_1558376437,13.26,39.0,cantaloupe,test
dish_1563567599,194.226822,156.0,salt;garlic;olive oil;mustard;pecans;vinegar;chard;arugula;blueberries,train
dish_1561481634,462.057007,228.0,scrambled eggs;bacon;yam,train
dish_1558632233,122.604004,193.0,garden salad;corn on the cob;cantaloupe,train
dish_1562875320,603.858704,377.0,chicken;green beans;squash;spinach (raw);lemon juice;garlic;caesar salad;thyme;olive oil;country rice;salt;pepper;wheat berry;parsley;basil;pizza;zucchini;rosemary,train
dish_1565383159,706.358948,468.0,parmesan cheese;cucumbers;vinaigrette;olives;chicken;olive oil;spinach (raw),train
dish_1560441247,2.21,17.0,bok choy,train
dish_1562775047,284.880005,461.0,berries;oatmeal,train
dish_1568660810,132.539993,47.0,pepperoni pizza,train
dish_1563468240,93.100006,239.0,pineapple;watermelon,train
dish_1560367904,76.023148,69.0,olive oil;garlic;salt;green onions;onions;fish;country rice,test
dish_1567625434,581.253052,396.0,salt;shallots;thyme;parsley;arugula;avocado;wheat berry;apple;bulgur;spinach (raw);olive oil;mustard greens;lemon juice;kale;cranberries;chard;garlic;chicken,train
dish_1561049320,102.789993,19.0,bacon,train
dish_1561661324,33.0,75.0,caesar salad,test
dish_1562691383,86.870003,70.0,yam,train
dish_1564588919,335.944183,452.0,milk;greek yogurt;egg whites;blueberries;sweet potato;olive oil;chia seeds,test
dish_1561575192,122.989189,236.0,walnuts;salt;mustard;olive oil;arugula;vinegar;chard;blueberries;pepper;cauliflower,train
dish_1558115960,39.27,51.0,potatoes,train
dish_1561661449,237.075684,115.0,sugar;salt;soy sauce;garlic;white rice;pepper;bok choy;pork,train
dish_1565207694,173.791214,178.0,pineapple;white rice;olive oil;green onions;onions;kale;country rice;garlic;cilantro;fish;vinegar;chicken thighs;lemon juice;broccoli;salt,train
dish_1568318361,540.820007,341.0,steak;mixed greens;broccoli,train
dish_1562788032,137.238892,214.0,caesar salad;vinegar;onions;shallots;pepper;broccoli;cherry tomatoes;cantaloupe;brown rice;pork;eggplant;basil;parsley;lemon juice;olive oil;garlic;salt,train
dish_1567106620,39.040001,146.0,bell peppers;cherry tomatoes,train
dish_1558723982,294.830994,51.0,almonds,train
dish_1561749908,377.262177,472.0,salt;cherry tomatoes;radishes;olive oil;thyme;cucumbers;arugula;brown rice;brussels sprouts;turnips;broccoli;salmon;pepper,train
dish_1560444637,509.321014,285.0,bacon;yam;strawberries;scrambled eggs,train
dish_1562789301,606.91156,435.0,caesar salad;pepper;corn on the cob;lemon juice;parsley;olive oil;salt;cherry tomatoes;cheese pizza;pork;brown rice;vinegar;basil;onions;garlic;broccoli;shallots,train
dish_1558641253,116.709999,110.0,corn on the cob,test
dish_1559235771,145.800003,54.0,cream cheese;bagels,train
dish_1561753203,265.471954,207.0,brown rice;arugula;pepper;salmon;salt;thyme;olive oil;squash,train
dish_1558114441,258.450012,75.0,sausage,train
dish_1566851115,81.554428,70.0,sun dried tomatoes;salt;garlic;mustard;olive oil;cucumbers;onions;spinach (raw);vinegar,train
dish_1559590005,360.832489,241.0,asparagus;salt;pizza;onions;cranberries;mustard;vinegar;mushroom;spinach (raw);olive oil;apple,train
dish_1558031133,136.51001,110.0,yam,test
dish_1559668272,512.140015,239.0,scrambled eggs;hash browns,train
dish_1566933498,318.482666,284.0,pepper;wine;eggplant;mushroom;squash;arugula;lemon juice;parsley;shallots;chickpeas;quinoa;bok choy;chicken thighs;olive oil;spinach (cooked);garlic;salt;pears,train
dish_1562700593,385.773926,384.0,chive;apple;millet;cauliflower;pepper;vinegar;shallots;onions;snow peas;olive oil;lemon juice;mixed greens;artichokes;spinach (cooked);fish;corn;lentils;arugula;parsley;bok choy;garlic;salt;beef,test
dish_1565972628,545.960022,359.0,chicken apple sausage;scrambled eggs,train
dish_1562096343,6.2,62.0,cucumbers,train
dish_1557861837,61.883999,123.0,eggplant;caesar salad;fish,train
dish_1565382762,305.828583,139.0,pepperoni pizza;pepper;olive oil;carrot;salt,train
dish_1565984299,93.343513,298.0,salt;pepper;carrot;olive oil;cauliflower,train
dish_1565109659,226.744873,263.0,sweet potato;bacon;olive oil;egg whites,train
dish_1558722636,30.75,75.0,carrot,train
dish_1565034281,228.459991,306.0,roasted potatoes;cauliflower,train
dish_1558376212,300.612,52.0,almonds,test
dish_1561575977,261.076172,102.0,shallots;millet;spinach (cooked);parmesan cheese;onions;olive oil;vinegar;salt;beef;bok choy;cheese pizza,train
dish_1563304369,457.172119,326.0,garlic;parsley;kale;lemon juice;eggplant;parmesan cheese;shallots;roasted potatoes;salt;thyme;caesar dressing;olive oil;wheat berry;croutons;spinach (raw);chicken,train
dish_1562876709,304.366852,186.0,chicken;wheat berry;green beans;spinach (raw);zucchini;basil;parsley;cheese pizza;pepper;squash;country rice;lemon juice;rosemary;olive oil;thyme;garlic;salt,train
dish_1558632921,80.599998,155.0,apple,train
dish_1563465847,267.75,182.0,roasted potatoes;scrambled eggs,train
dish_1561148481,281.281128,140.0,lime;carrot;thyme;olive oil;cucumbers;lemon juice;onions;jalapenos;celery;cream;chive;white rice;garlic;tomatoes;cherry tomatoes;mangos;cheese pizza;salt;cilantro;mustard greens;mushroom;arugula;kale;ground turkey;eggs,train
dish_1558109986,258.450012,75.0,sausage,train
dish_1558722665,15.0,60.0,cauliflower,train
dish_1558028606,19.5,65.0,deprecated,train
dish_1565898230,780.202026,500.0,garlic;bell peppers;beef;cherry tomatoes;brown rice;ginger;olive oil;vinegar;spinach (cooked);lime;shallots;bok choy;salmon;millet;vinaigrette;jalapenos;spinach (raw);green beans;feta cheese;cucumbers;lettuce;cilantro;lemon juice;onions;salt;chili;olives,test
dish_1561574394,61.502373,82.0,walnuts;caesar salad;mustard;olive oil;vinegar;blueberries;chard;arugula;pepper;salt,test
dish_1565208611,73.669174,157.0,pepper;olive oil;brussels sprouts;caesar salad;salt,train
dish_1560367085,77.559998,183.0,honeydew melons;tofu;cherry tomatoes,train
dish_1561753432,380.321686,238.0,garlic;salmon;pepper;brown rice;olive oil;tomatoes;turnips;cilantro;cheese;arugula;thyme;chicken thighs;tortilla;onions;salt;chili,train
dish_1561492703,113.130577,134.0,caesar salad;green onions;fried rice;country rice;olive oil;onions;squash;fish;salt;garlic,train
dish_1561663786,46.683998,44.0,corn on the cob,train
dish_1558629488,16.0,64.0,cauliflower,train
dish_1565808943,13.320001,74.0,cherry tomatoes,train
dish_1562790259,518.591736,207.0,walnuts;salt;olive oil;mustard;grilled chicken;arugula;vinegar;blueberries;chard;pepper,train
dish_1558380058,208.115997,36.0,almonds,train
dish_1559844030,25.410002,77.0,strawberries,train
dish_1559845745,208.141998,322.0,pears;potatoes,train
dish_1565024741,359.927979,192.0,turkey bacon;scrambled eggs;roasted potatoes,train
dish_1560456814,318.333374,283.0,olive oil;chive;lime;fish;corn;jicama;sour cream;parsley;nopales;carrot;garlic;salt;pepper;wild rice;arugula,train
dish_1567020340,93.588287,168.0,broccoli;olive oil,train
dish_1561579867,369.364288,217.0,lemon juice;basil;mushroom;vinegar;beef;chicken;millet;spinach (cooked);olives;rosemary;onions;olive oil;oregano;cream;arugula;wheat berry;pepper;bok choy;garlic;shallots;salt;butter;white wine;thyme,train
dish_1562173200,213.366608,259.0,pineapple;milk;chia seeds;greek yogurt,train
dish_1560798854,455.506744,372.0,olive oil;spinach (raw);tofu;broccoli;lemon juice;cranberries;croutons;parmesan cheese;raisins;cauliflower;sunflower seeds;carrot;cheese pizza;salt;kale;caesar dressing,train
dish_1564160043,245.0,98.0,bagels,test
dish_1562777068,236.723511,236.0,olive oil;brussels sprouts;salt;strawberries;pepper;scrambled eggs,train
dish_1566501575,251.693985,54.0,brownies,test
dish_1558722125,497.166016,86.0,almonds,test
dish_1564690038,92.339996,81.0,lentils,train
dish_1563822546,38.720001,88.0,caesar salad,train
dish_1558640808,10.66,26.0,carrot,train
dish_1566923030,396.799988,226.0,hash browns;scrambled eggs;pineapple,train
dish_1565640227,334.619995,165.0,bell peppers;pepperoni pizza,train
dish_1558122740,260.149994,304.0,grapes;mixed greens;deprecated;potatoes;bacon,train
dish_1561746912,264.095947,210.0,salt;thyme;olive oil;arugula;brown rice;wheat berry;pepper;salmon,train
dish_1563217895,26.799278,73.0,mangos;salt;arugula;cherry tomatoes;jalapenos;lemon juice;lime;mustard greens;cucumbers;olive oil;onions;tomatoes;cilantro,train
dish_1562950934,304.218536,464.0,sweet potato;olive oil;egg whites,train
dish_1561662562,368.485199,289.0,lime;pork;olive oil;tofu;green beans;onions;corn on the cob;vinegar;bok choy;salt;lettuce;garlic;pepper;cherry tomatoes;white rice;cucumbers;soy sauce;mixed greens;sugar,train
dish_1567108037,674.73053,365.0,pepper;millet;onions;arugula;shallots;lemon juice;parsley;garlic;chickpeas;olive oil;salt;beef;bok choy;vinegar;spinach (cooked);pears,train
dish_1561575951,213.699173,91.0,salt;onions;cheese pizza;spinach (cooked);beef;millet;bok choy;shallots;vinegar;olive oil,train
dish_1565031376,319.490448,308.0,vinegar;olive oil;orange juice;broccoli;garlic;white rice;beef;cauliflower;caesar salad;onions;chili;kale;green onions;salt;soy sauce,train
dish_1564515049,431.635803,611.0,snow peas;olive oil;garlic;chive;artichokes;lime;carrot;zucchini;white beans;arugula;wheat berry;parsley;onions;squash;broccoli;bell peppers;salt;pepper;fish,train
dish_1565972674,613.592834,426.0,salt;scrambled eggs;chicken apple sausage;cherry tomatoes;pepper;lettuce;mixed greens;lime;olive oil;vinegar;onions;cucumbers,train
dish_1558719570,74.360001,143.0,apple,test
dish_1558546434,2.53,11.0,spinach (raw),test
dish_1566413356,183.979996,164.0,spinach (raw);chicken,train
dish_1568047932,30.639025,55.0,broccoli;olive oil,train
dish_1564429270,605.507202,354.0,salt;mustard;garlic;chickpeas;olive oil;mustard greens;parsley;vinegar;arugula;tempeh;chard;pecans;pepper;blueberries,train
dish_1562173267,409.570007,171.0,chilaquiles;bacon,train
dish_1562700760,370.130035,418.0,beef;cauliflower;shallots;spinach (cooked);olive oil;onions;vinegar;mushroom;millet;bok choy;salt,train
dish_1564432128,217.028381,102.0,salt;lime;lettuce;mixed greens;olive oil;cucumbers;pepperoni pizza;onions;vinegar;pepper;cherry tomatoes,train
dish_1558641200,3.28,8.0,carrot,test
dish_1561578775,295.148987,111.0,cheese pizza,test
dish_1563898019,343.977386,237.0,bacon;chia seeds;greek yogurt;scrambled eggs;milk,test
dish_1561392543,126.004929,119.0,vinegar;radishes;garlic;bell peppers;salt;berries;mustard;cucumbers;olive oil,train
dish_1565021714,381.171448,662.0,olive oil;egg whites;honeydew melons;berries;sweet potato,train
dish_1562096933,312.659607,314.0,garlic;bell peppers;snow peas;onions;white beans;fish;pepper;chive;lime;salt;artichokes;olive oil;green beans;parsley;arugula,train
dish_1561667207,249.444839,121.0,garlic;salt;sugar;bok choy;pork;pepper;white rice;soy sauce,test
dish_1559590157,230.485992,234.0,chicken;asparagus;caesar salad,train
dish_1558630450,86.25,125.0,grapes,train
dish_1560367258,157.99173,341.0,tofu;fish;asparagus;garlic;cucumbers;green onions;country rice;olive oil;onions;beets;vinegar;mushroom;cherry tomatoes;honeydew melons;mixed greens;salt,train
dish_1563827188,369.359955,377.0,white rice;soy sauce;steak;green beans;ginger;spinach (raw);squash;wheat berry;cauliflower;garlic;zucchini;green onions;cheese pizza;caesar salad;pineapple;chicken;salt;lime;vinegar;olive oil;broccoli,train
dish_1567785778,303.507507,310.0,pineapple;bell peppers;berries;cucumbers;salt;mustard;olive oil;garlic;greek yogurt;vinegar;radishes;milk;chia seeds;sweet potato,test
dish_1562613376,371.963898,267.0,salt;garlic;mustard greens;kale;jalapenos;arugula;figs;goat cheese;cilantro;vinegar;onions;olive oil;lemon juice;steak;squash;apple;white rice;pineapple,train
dish_1558722871,15.0,60.0,cauliflower,train
dish_1568305198,311.354004,82.0,turkey bacon,test
dish_1560527168,322.835297,219.0,tomatoes;garlic;potatoes;olive oil;cucumbers;mustard greens;salt;mustard;spinach (raw);vinegar;berries;bacon,train
dish_1562875159,260.680023,98.0,pizza,train
dish_1556575014,71.299995,62.0,olives,train
dish_1563820775,38.07,162.0,zucchini;broccoli;squash,train
dish_1560798656,287.171997,108.0,cheese pizza,train
dish_1558116547,74.879997,144.0,deprecated,train
dish_1558721345,19.5,78.0,cauliflower,train
dish_1566937992,276.53598,104.0,cheese pizza,train
dish_1558725286,816.792053,308.0,broccoli;almonds;cauliflower,train
dish_1559240510,73.51651,213.0,salt;pepper;olive oil;cauliflower;strawberries;carrot;broccoli,train
dish_1565382995,23.210001,158.0,spinach (raw);cucumbers,train
dish_1566501067,464.117981,306.0,spinach (raw);carrot;parmesan cheese;olives;chicken,train
dish_1558639979,520.290039,90.0,almonds,train
dish_1560529804,15.3,51.0,watermelon,train
dish_1557863056,75.200005,47.0,avocado,train
dish_1565210037,291.816223,346.0,green beans;vinegar;pepper;brussels sprouts;white rice;pineapple;kale;garlic;cilantro;salt;lemon juice;olive oil;onions;chicken thighs,train
dish_1559240382,20.646505,42.0,salt;pepper;carrot;olive oil,train
dish_1568060722,460.579987,359.0,avocado;mixed greens;onions;chicken,train
dish_1562603569,121.679504,62.0,bacon;olive oil;sweet potato,train
dish_1565726949,451.546997,372.0,roasted potatoes;mustard;onions;shallots;vinegar;arugula;beef;celery root;bok choy;millet;spinach (cooked);salt;broccoli;cranberries;olive oil;squash,train
dish_1561741139,108.199997,20.0,bacon,train
dish_1563218987,383.559662,172.0,pepperoni pizza;pork;arugula;white rice;salt;garlic;olive oil;parsley;zucchini;onions;rosemary,train
dish_1563824130,111.319603,202.0,couscous;pepper;squash;olive oil;zucchini;salt;broccoli;turnips,train
dish_1558640145,177.953003,287.0,carrot;apple;corn on the cob,train
dish_1558115047,203.699997,212.0,mixed greens;almonds;deprecated,train
dish_1566402123,445.116119,657.0,egg whites;watermelon;yam;sweet potato;olive oil,train
dish_1558630488,29.92,88.0,cantaloupe,train
dish_1559678367,192.444122,215.0,salt;garlic;tomatoes;mustard;cucumbers;olive oil;mustard greens;broccoli;spinach (raw);vinegar,train
dish_1560453328,340.108368,264.0,kimchi;brown rice;squash;wheat berry;rosemary;parsley;chicken;garlic;salmon;pepper;arugula;spinach (raw);thyme;olive oil;basil;lemon juice;zucchini;salt,train
dish_1566329049,814.930786,575.0,bell peppers;cauliflower;beef;jalapenos;spinach (raw);brussels sprouts;onions;olive oil;pepper;garlic;salt;shallots;spinach (cooked);chicken;bok choy;millet;vinegar;cheese pizza;tomatoes;fried rice,train
dish_1562945186,191.530792,219.0,broccoli;greek yogurt;chia seeds;milk;olive oil,train
dish_1564170283,646.588135,301.0,onions;cheese;chicken thighs;olive oil;cilantro;tomatoes;tortilla;chili;salt;garlic,train
dish_1563217774,96.138458,265.0,cilantro;cherry tomatoes;mangos;arugula;jalapenos;salt;onions;olive oil;mustard greens;cucumbers;lime;broccoli;tomatoes;lemon juice,train
dish_1565728494,326.32962,163.0,bok choy;salt;parsley;spinach (raw);vinegar;olive oil;onions;roasted potatoes;millet;chicken;beef;wheat berry;thyme;lemon juice;garlic;shallots;cheese pizza;spinach (cooked),train
dish_1558380152,74.360001,143.0,deprecated,train
dish_1560799277,111.020004,73.0,pizza;broccoli,train
dish_1558639440,60.32,116.0,apple,test
dish_1564082212,707.941284,425.0,sugar;pepper;garlic;soy sauce;lemon juice;chard;brown rice;pork;white rice;chicken;bok choy;chive;carrot;olive oil;basil;rosemary;parsley;salt,train
dish_1563206601,293.797668,337.0,sweet potato;olive oil;turkey bacon;egg whites;yam,train
dish_1562614088,23.449999,67.0,broccoli,train
dish_1563222850,348.378113,232.0,parsley;thyme;pork;parmesan cheese;spinach (raw);cherry tomatoes;garlic;onions;salt;rosemary;zucchini;broccoli;olive oil;arugula;pepperoni pizza;wheat berry;brown rice;chicken breast;white rice,train
dish_1565711115,321.529999,308.0,bacon;egg whites,train
dish_1563304925,874.46106,508.0,chili;white rice;soy sauce;orange juice;onions;parsley;olive oil;thyme;green onions;beef;wheat berry;chicken;spinach (raw);lemon juice;kale;vinegar;broccoli;garlic;salt;shallots,train
dish_1564775216,530.596924,340.0,garlic;salmon;pickles;pepper;arugula;mayonnaise;lentils;olive oil;onions;lemon juice;chive;salt;broccoli;spinach (cooked);bok choy;cherry tomatoes;beef;kale;parsley;vinegar;millet;shallots,train
dish_1559238608,237.364014,438.0,berries;orange;pears,train
dish_1568319838,607.506165,312.0,onions;pizza;mustard;bell peppers;lemon juice;cilantro;salt;salmon;vinegar;spinach (raw);jalapenos;cucumbers;olive oil;ginger;lime;garlic;shallots;chili;radishes;brown rice,train
dish_1558630176,73.839996,142.0,apple,test
dish_1563220087,162.740005,98.0,broccoli;pepperoni pizza,train
dish_1565209963,244.455963,253.0,vinegar;lemon juice;chicken thighs;white rice;pineapple;kale;pepper;salt;cilantro;garlic;olive oil;onions;brussels sprouts,train
dish_1565194781,351.405518,568.0,sweet potato;salt;pepper;olive oil;carrot;egg whites,train
dish_1568404850,157.699997,100.0,fried rice,train
dish_1565024675,129.097992,34.0,turkey bacon,train
dish_1564686791,601.348572,343.0,lettuce;lime;pepper;mixed greens;onions;cucumbers;olive oil;chicken breast;vinegar;salt;olives;cherry tomatoes;cheese pizza,train
dish_1559593746,156.962936,186.0,kale;blueberries;vinegar;chard;walnuts;pepper;quinoa;pumpkin seeds;salt;squash;olive oil;arugula;mustard,train
dish_1565382886,470.086212,348.0,tofu;pepper;carrot;roasted potatoes;soy sauce;salt;caesar salad;rice noodles;cabbage;olive oil;vinegar;radishes;pepperoni pizza;garlic;mixed greens;green onions,train
dish_1563391333,23.443058,81.0,squash;olive oil;salt,train
dish_1562775241,140.360001,220.0,oatmeal;berries,train
dish_1558375732,45.540001,66.0,grapes,test
dish_1558459664,383.055969,273.0,white rice;almonds;spinach (raw);cherry tomatoes;grapes,train
dish_1568666263,93.400002,348.0,lettuce;broccoli;artichokes,train
dish_1562691466,319.870972,267.0,olive oil;broccoli;yam;chicken apple sausage;scrambled eggs,train
dish_1566333228,498.545258,304.0,jalapenos;vinegar;beef;bok choy;millet;bell peppers;shallots;caesar salad;spinach (raw);pepper;chicken;garlic;spinach (cooked);tomatoes;salt;cheese pizza;onions;olive oil,train
dish_1567007848,100.300003,243.0,watermelon;raspberries;berries;cantaloupe;pineapple,test
dish_1567107989,140.139297,111.0,chickpeas;garlic;salt;lemon juice;parsley;pears;olive oil;arugula;pepper,train
dish_1559590202,316.725983,311.0,couscous;caesar salad;chicken;asparagus,train
dish_1566332085,24.75,163.0,spinach (raw);cucumbers,train
